,basin,RMSE,KGE,Pearson-r,NSE,Num_obs,Bias
35,233,0.5967190943315166,0.9401989094013878,0.969053829775919,0.9385940283536911,1118,0.019158999
36,234,0.5810294778948961,0.9222755526364291,0.9284975015496904,0.8283509910106659,460,-0.249332
37,236,0.5772720178788864,0.9236330008575244,0.9438946046773709,0.879269003868103,368,0.008082586
38,237,0.6459397848648978,0.8791410735434722,0.9366212867019135,0.871328741312027,300,0.11963684
39,239,0.6643912903877985,0.8801903871810877,0.924208497798384,0.8344567567110062,368,-0.22795789
40,241,0.6999320542193233,0.9512980487408766,0.9539524624009511,0.8947074115276337,1057,-0.25026888
41,242,0.4865059738057051,0.9686975456448125,0.9697169358702632,0.939850602298975,460,-0.0011649505
42,245,0.5347410944571179,0.8921198235354894,0.939286154057364,0.8805607408285141,418,0.046395298
43,252,0.6318606057871636,0.9296409566464948,0.9667255207625399,0.9270663484930992,281,0.19461697
44,254,0.6396124443818322,0.9486803563642773,0.9527718566843767,0.9069119319319725,1572,-0.02304445
45,255,0.5314444578725385,0.9290757436531146,0.9407067131274354,0.881298765540123,358,-0.08719939
46,256,0.6271096862967082,0.9489166904922595,0.9553201154181257,0.9122079238295555,1518,-0.01182084
47,267,0.5062828795034381,0.9289500415839751,0.9325524680568815,0.8563695251941681,172,-0.099368565
48,274,0.6934203644913574,0.9020173785352791,0.9655462636990758,0.919836699962616,414,-0.23746188
49,276,0.5493422845466867,0.9340866221834537,0.9561159222752771,0.9133934378623962,538,0.05072767
50,277,0.6384615303853576,0.8817287261317882,0.9690455427536818,0.9302295222878456,469,0.10789883
51,279,0.5316678255341595,0.9640182568746163,0.9886054669993356,0.9752140901982784,1680,0.13924327
52,28,0.6466286720055104,0.8890431891809568,0.9409948493086469,0.8491197526454926,190,-0.31261674
53,280,0.4372945711942948,0.9508391591490378,0.979193437454192,0.9570065215229988,944,0.07550252
54,283,0.5455559763558226,0.9363322218901418,0.9728100462221578,0.9406818300485611,1663,0.15633115
55,285,0.6204517573323518,0.9430489015160807,0.9667257976559018,0.9318861365318298,1085,0.119720995
56,286,0.6156824085171063,0.9432258201145395,0.9863779006953647,0.9693404547870159,1530,0.15697208
57,29,0.5077750558986561,0.9146836871721127,0.9281460528864469,0.8606894463300705,190,0.013369691
58,291,0.5956747079543777,0.934586036655203,0.9542269954473543,0.9098910242319107,1577,-0.050886728
59,292,0.4964973129879713,0.9734626052932153,0.9760055552574844,0.9522644691169262,1591,-0.02847269
60,296,0.5233057624950849,0.9454818159410396,0.9804136773169997,0.9577442705631256,263,0.12906301
61,298,0.9614053223207271,0.9182732028387269,0.9646976650881531,0.926362544298172,1597,0.19482559
62,305,0.47374132624010806,0.9353048644226764,0.9861809590502327,0.9681195914745331,808,0.1209444
63,306,0.6054253593401857,0.9642284729808612,0.9744183148495522,0.9493044801056385,779,-0.036678184
64,307,0.8557477870470119,0.8645355866131209,0.9246200734528853,0.8535364270210266,590,0.004457545
65,309,0.7743055308465047,0.9285520198123759,0.9551152142281346,0.9055105596780777,949,-0.2057587
66,310,0.8260168917686009,0.9223049392827832,0.9673236408784862,0.9331570714712143,626,0.1090242
67,315,0.5438813149627637,0.9409266852906858,0.9451537647396537,0.8912706598639488,748,-0.050384186
68,319,0.7966610864486413,0.8701124037455706,0.9497745358070415,0.8868544846773148,754,-0.24443811
69,32,0.612285169567186,0.9163524638031721,0.9721336562786154,0.8963722363114357,338,0.41805506
70,321,0.737203346007749,0.9037983277272882,0.9416542754575707,0.8821990042924881,345,-0.13938369
71,323,0.9263476478081052,0.9070447643772421,0.9586240639489869,0.8816724717617035,255,-0.5129739
