,basin,RMSE,KGE,Pearson-r,NSE,Num_obs,Bias
0,10,0.3556134275353573,0.9703610494204573,0.9977709057219256,0.9948002095334232,698,0.0034041472
1,118,0.781591531488132,0.5968314343881211,0.8552547064151496,0.32740503549575806,46,0.56839186
2,120,0.531137903392084,0.7914673425661083,0.8031981542593472,0.49756085872650146,45,0.20919399
3,122,0.4764537061737092,0.7992368098140983,0.8843986644919523,0.7771579921245575,45,0.05202554
4,123,0.6156526627110537,0.7480579315873084,0.7567183487979375,0.1903708577156067,43,0.38724634
5,124,0.514644470778638,0.86238646360869,0.8660345666679331,0.6480428576469421,41,0.24851008
6,130,0.6398585782411401,0.9791569009587993,0.9882185629955478,0.9765464030206203,1036,0.0021315091
7,132,0.7927358125459512,0.975198659817492,0.9930531387200385,0.9858564417809248,1839,0.04707266
8,135,0.49758512746274186,0.9472276437245138,0.9950611000153026,0.9884948302060366,1234,0.18579637
9,136,0.4939878023877231,0.9746146490040063,0.9964798960813026,0.9925517719238997,1232,0.05679283
10,137,0.5393176097108371,0.9668347822983248,0.9957701095416991,0.9907608199864626,1206,0.08641194
11,14,0.41529925997649997,0.9655605732769413,0.9970568275698315,0.9925394686870277,730,0.18609999
12,140,0.47884410560742585,0.9836111618104805,0.9972748760582469,0.9943518196232617,1143,0.09115567
13,166,0.42856332935900004,0.9664063293056119,0.9972546743528027,0.9935700013302267,1076,-0.010901296
14,17,0.34280634447689834,0.9701831058451539,0.9970151405388199,0.993043230380863,729,0.06522649
15,171,0.4253687128705997,0.9693198601083787,0.9911228845992355,0.9796649366617203,389,0.1506904
16,172,0.34747535842895133,0.9895297175349479,0.9951021455890073,0.9901468651369214,1093,0.030914035
17,173,0.36173205093745153,0.9767590227516332,0.9935792343051457,0.9868315560743213,2618,-0.041401062
18,184,0.35395088587996426,0.9707086831320445,0.9948633114637256,0.9891737038269639,689,-0.019792916
19,185,0.37584017967633737,0.9758528614732662,0.9941521210649016,0.9880128782242537,997,0.01970785
20,197,0.4468546649334228,0.9595552050866007,0.9953159326566945,0.9896180694922805,1944,0.14107236
21,21,0.5821833059883678,0.9550974363595923,0.9970486404615531,0.992445673327893,639,-0.15601796
22,212,0.6462612862034944,0.9596174745592356,0.9841071828346089,0.9629007093608379,1244,0.24636301
23,214,0.6870480265509145,0.9373764893693284,0.9910832616554959,0.9712885078042746,1012,0.38193846
24,216,0.5359606023318957,0.9732231280588943,0.9942558830909809,0.9879430262371898,1372,-0.07541627
25,217,0.44513501428288926,0.9711522207083064,0.9745498371152952,0.9470603205263615,644,0.09080515
26,219,0.39301571726491763,0.9793151628807861,0.9854300954787765,0.9684336483478546,605,0.0969148
27,220,0.4100791858754577,0.9509673633163431,0.9746391885582653,0.9415743127465248,597,0.15369695
28,221,0.4876404181015523,0.9312828478892501,0.9762249851462004,0.9400662034749985,426,0.21726206
29,222,0.5490407294363107,0.9598318302408466,0.9799883580603252,0.9546100236475468,625,0.1950308
30,223,0.632911556638473,0.9510164258742837,0.9743847255083553,0.926250122487545,637,0.34599483
31,225,0.6074623511465178,0.9673501605757918,0.9779488871868818,0.949899461120367,1094,0.21474001
32,226,0.6970986559047062,0.9633833645108522,0.9696854464305612,0.9394954405725002,525,-0.0737057
33,23,0.45402792056601915,0.9426677567420347,0.997827404335496,0.9928211406804621,736,0.25890702
34,230,0.6679813316900325,0.9794039027774585,0.995869666736578,0.9914839277043939,1683,-0.041335635
35,233,0.47129616635182064,0.979615877577332,0.9962913868706673,0.9922532588243484,3032,0.0767654
36,234,0.5925310824084011,0.9523913781287661,0.9836907577270513,0.9635049849748611,688,-0.18245207
37,236,0.5925626175623514,0.9702721625552947,0.9739047166032551,0.9468563087284565,540,-0.007629564
38,237,0.5970089467526819,0.9651966719040224,0.974181859699732,0.947155948728323,425,0.111553624
39,239,0.6716090274702772,0.9306385012787016,0.970046952336567,0.9357767403125763,546,-0.1739891
40,241,0.5684855475102623,0.9753597815348006,0.9970485956818345,0.9936388493515551,2957,-0.024419066
41,242,0.4861199266527498,0.9804353404021173,0.9844447251890471,0.9690960682928562,640,0.012739688
42,245,0.4941770065243337,0.9572925452036738,0.9731985478267244,0.9466845020651817,597,0.042616032
43,252,0.6318606057871636,0.9296409566464948,0.9667255207625399,0.9270663484930992,281,0.19461697
44,254,0.4828533914526927,0.978441602190676,0.9966022578079541,0.9928446128033102,5044,0.09741819
45,255,0.5260320668871092,0.9484146468039018,0.9893001668073588,0.977083720266819,551,0.025327472
46,256,0.49014646190225164,0.9788298309018821,0.9963957570539225,0.9924327237531543,4415,0.08527816
47,267,0.4046763422248947,0.9781942165569262,0.9968057307445766,0.9932813169434667,606,-0.017449709
48,274,0.4348641077526778,0.9711461586338668,0.9968418358116802,0.9930678834207356,1765,0.031256028
49,276,0.4316442498102359,0.9820421816737458,0.9958218273192554,0.9913641223683953,1905,0.079998516
50,277,0.44112341605032074,0.9592661167851181,0.9954624854317065,0.9898911733180285,1739,0.14035141
51,279,0.4043826873673567,0.9701513008142966,0.997388985773268,0.9939997405745089,6391,0.1455918
52,28,0.48560866793609847,0.9744874046645298,0.9976543879180326,0.9947806848213077,736,-0.029595267
53,280,0.33566806767295054,0.9806196667097122,0.9970005436367066,0.9937153281643987,3891,0.072669074
54,283,0.4263979968386703,0.9697213869100204,0.9958580695760169,0.9908947218209505,6642,0.1293703
55,285,0.5188286698678419,0.9733778028367859,0.9945169978589236,0.9885156927630305,4403,0.11324329
56,286,0.4404227516321769,0.9702653236741374,0.9971878360899007,0.9936430202797055,6318,0.15011807
57,29,0.44517248863843895,0.9702103247903925,0.9972930460164633,0.9938946664333344,736,0.13977197
58,291,0.46832060219926536,0.970768922545245,0.9952484769329688,0.9898648373782635,6335,0.085006185
59,292,0.42592331502332265,0.9811601039451707,0.9969895930414747,0.9936915505677462,6489,0.07286181
60,296,0.3849850140478854,0.9861509320527309,0.99685944344488,0.993557131383568,1083,0.0613314
61,298,0.6713609725177074,0.969677230083453,0.9890562089659157,0.9772477522492409,5436,0.13953616
62,305,0.39116345487369625,0.9864405493919022,0.9967886791682097,0.9933444922789931,2959,0.074498855
63,306,0.5111566907518491,0.9890025862677094,0.9968136853892042,0.9935664413496852,2275,0.047258794
64,307,0.5816254449199497,0.9658159390152621,0.9922960646479686,0.9838733617216349,1801,0.11554606
65,309,0.486356987154194,0.9697656352779517,0.9961930154578504,0.9917246652767062,3454,0.032083977
66,310,0.5110378831717387,0.9771074604667211,0.996505855988584,0.9927424271591008,2291,0.09837641
67,315,0.4243295753112319,0.9814414918183223,0.9966461499638368,0.9930540230125189,2692,0.061197188
68,319,0.5950092213981975,0.9618924528916803,0.9938050510242549,0.9866604404523969,2321,0.025740994
69,32,0.4168813589431781,0.9178956679070205,0.9936426920992241,0.9809983652085066,1169,0.19265512
70,321,0.5134412878898624,0.9742386660964798,0.9960890213479777,0.991766694933176,1438,0.08594836
71,323,0.5393133823565716,0.9536489402281465,0.9964489973386765,0.9912733593955636,985,-0.10044448
72,324,1.0620676170633967,0.9443610416947461,0.9818637774412229,0.9620460420846939,3065,0.22389595
73,326,0.8476068860284217,0.9398923303387394,0.9894725633026599,0.9766853302717209,1564,-0.015919961
74,328,0.39116953089312445,0.9778105258961924,0.9963988924713997,0.9925142829306424,1992,0.0458874
75,34,0.3829387534450851,0.9756853891184514,0.9977370455218757,0.9950361712835729,1168,0.10873304
76,4,0.5054940041979782,0.9410708709737979,0.9976802579120224,0.9932124488987029,720,0.25521958
77,43,0.33975597870501634,0.9604376479143041,0.9956270592326737,0.9895108267664909,714,0.13401857
78,44,0.4912656446445804,0.9331220991149785,0.9655772412252988,0.9221660494804382,138,0.07714739
