,basin,RMSE,KGE,Pearson-r,NSE,Num_obs,Bias
79,45,0.41055944697533664,0.95333915398802,0.9920981334230279,0.982235549017787,974,0.11885608
80,46,0.4719319744956158,0.8714434044574646,0.9926911828860854,0.9693546984344721,724,0.2513848
81,47,0.456370046577748,0.9469136448123591,0.9800013809792079,0.935062974691391,148,0.28305137
82,49,0.8584514163249827,0.8956811112052312,0.9818148480323631,0.948110356926918,135,-0.3663783
83,51,0.5072859455023633,0.9679167294632471,0.9957900523163955,0.9909295169636607,929,0.13687886
84,53,0.7246663772906463,0.9294601383010279,0.9822747529279311,0.9599543660879135,134,-0.18212323
85,55,0.6042999800125768,0.9807507928229494,0.982022254599306,0.9638923183083534,134,-0.054965444
86,56,0.8799440487500692,0.8736917063847209,0.9803608985606497,0.90400829911232,134,0.5665427
87,58,0.44837610575462783,0.9603953681927218,0.9960892756041974,0.9908193806186318,719,0.16507755
88,59,0.5681858387718132,0.9691905813048437,0.9812966218943363,0.9556708931922913,133,0.21538545
89,6,0.3916359788796748,0.9651753806213159,0.9975307684305421,0.9940939620137215,398,0.15877555
90,60,0.5722738792683426,0.9545923232675211,0.981983837477268,0.9530344754457474,133,0.24488455
91,65,0.5821457820571451,0.9071451375052978,0.9763017204770577,0.915459394454956,147,0.32784316
92,66,0.589586087974161,0.9122430851343425,0.9907002867990427,0.9721435755491257,328,0.053841747
93,7,0.35957940135204314,0.9764597866176453,0.9963467668541814,0.9922404987737536,709,0.08076092
94,73,0.4487124367827776,0.9816709368265317,0.9965911790320402,0.9929731455631554,2566,0.05128571
95,77,0.49596808937119613,0.9760678037833309,0.996952131107113,0.9934462704695761,2553,0.13082741
96,83,0.43834295127503803,0.971726533743984,0.9969663342093258,0.9933127034455538,2568,0.12973346
97,86,0.4379432680608416,0.980110094935072,0.9972718007839844,0.9941935734823346,2081,0.10378403
98,9,0.4519029284456,0.9808319314549723,0.9973663502399901,0.9944194643758237,716,-0.09854527
99,92,0.38886432579593133,0.9667900154128621,0.9975983962512266,0.9942641672678292,354,0.016943997
